Symbol,Date,Open,Close,Volume,MarketCap,Sector,Industry
A,2018-12-31,183.4371962505137,183.53197063722487,10000,23724086904.871216,Technology,Computer Software: Prepackaged Software
A,2019-01-01,181.8430987343308,184.4933828804962,6569659,27582952024.103653,Health Care,"Computer Software: Programming, Data Processing"
A,2019-01-02,200.9159236307417,238.39894972118591,6569659,82663915873.58096,Capital Goods,Packaged Foods
A,2019-01-04,183.4371962505137,141.23725384777725,1336818,56293616463.11031,Technology,Semiconductors
A,2019-01-05,190.31169658125572,210.15438010871165,3134873,40483799037.60125,Health Care,Computer Software: Prepackaged Software
A,2019-01-06,187.87271243790275,184.00696712963958,60885,41780705466.457825,Consumer Services,Business Services
A,2019-01-07,194.2133596213925,174.7447563525518,3104412,37835243588.36011,Health Care,Semiconductors
A,2019-01-08,194.08094238609942,214.76962806781492,2880107,39917352538.648285,Technology,EDP Services
A,2019-01-09,212.97057528224593,144.84848707218356,3548326,38133976820.38104,Technology,Apparel
A,2019-01-10,157.8018608932397,165.1430451077157,4398448,22157655908.830284,,Computer Software: Prepackaged Software
A,2019-01-11,183.4371962505137,168.70522829936797,4745336,21277000953.73896,Technology,Apparel
A,2019-01-12,130.26939443479208,166.82839247044217,3024722,24095102216.89763,Technology,Medical/Dental Instruments
A,2019-01-13,155.1033781017327,183.53197063722487,10000,6611995770.0670395,Technology,Semiconductors
A,2019-01-14,177.57282249344055,169.00311326742397,10000,14815602473.659554,Consumer Services,
A,2019-01-15,166.55879221661309,152.4240123693478,2555965,23126245822.22706,,
A,2019-01-17,140.08748319434682,147.40219623574905,10000,25720877433.998848,Health Care,Electronic Components
A,2019-01-18,145.64890397957387,120.64246817898555,2879622,26145787618.138763,Consumer Services,Department/Specialty Retail Stores
A,2019-01-20,116.73804268322083,146.0294624570165,993411,25290174178.68943,Capital Goods,Semiconductors
A,2019-01-21,121.69512152943982,109.58557999379157,4068758,18872579040.746284,Technology,EDP Services
A,2019-01-22,104.20098113530864,88.76371709851365,1894537,9323581764.655975,Consumer Non-Durables,Computer Software: Prepackaged Software
A,2019-01-24,80.88444833564293,84.55882288531207,1375431,17223589056.44519,Technology,Computer Software: Prepackaged Software
A,2019-01-25,98.44892726301538,119.26573156996608,10000,20064352814.01892,Miscellaneous,Other Specialty Stores
A,2019-01-26,110.36811702494664,110.89575199301747,1770597,5893960707.76,,Automotive Aftermarket
A,2019-01-28,96.20013859251475,67.70194773011713,851057,13825898746.873703,Technology,Diversified Commercial Services
A,2019-01-29,79.60998413158555,183.53197063722487,10000,7759850339.780029,Capital Goods,
A,2019-01-30,108.88445787177955,100.01533068777604,6569659,15061811860.410423,Health Care,Radio And Television Broadcasting And Communications Equipment
A,2019-01-31,92.64413155534344,101.91304092552276,1127065,53254464155.778015,Consumer Durables,
A,2019-02-01,88.77643790726597,65.973111284169,606353,28220386817.167564,Miscellaneous,Semiconductors
A,2019-02-02,183.4371962505137,76.88631892958963,4333530,23789656746.414978,Technology,Consumer Electronics/Video Chains
A,2019-02-03,100.33829756675225,96.7086066327531,2096826,8831483541.092285,Technology,Packaged Foods
A,2019-02-05,88.70789370197929,86.39698224440396,3670186,25816158006.54721,Health Care,Semiconductors
A,2019-02-06,79.04539818261256,48.10000881174045,6693083,26693827598.962524,Miscellaneous,Computer Software: Prepackaged Software
A,2019-02-07,78.66629046655754,10.044671145104616,5076525,12816104649.272057,Consumer Services,Medical/Dental Instruments
A,2019-02-08,49.13387221189632,44.71937284659461,2646878,9499644783.63919,Technology,Semiconductors
A,2019-02-10,73.04464782354948,45.7356440545112,4927434,5893960707.76,Technology,Packaged Foods
A,2019-02-11,56.076368359185864,52.31305791383801,910353,25068156657.142365,Technology,Computer Software: Prepackaged Software
A,2019-02-13,48.02422295306491,183.53197063722487,1379328,33404239312.23883,Health Care,Electronic Components
A,2019-02-14,70.43647588316442,78.07074412210407,376539,32138827880.307053,Technology,Business Services
A,2019-02-16,60.96679384449084,89.31573899637448,3828108,,Consumer Non-Durables,Semiconductors
A,2019-02-17,89.2988461815317,89.33664851774178,6306063,43717997292.62732,Health Care,Clothing/Shoe/Accessory Stores
A,2019-02-18,65.03339028182124,80.8012098441297,3221441,52525379114.76529,Consumer Non-Durables,Computer Software: Prepackaged Software
A,2019-02-19,69.87095109266996,83.6220025917093,6569659,23230455448.471336,Consumer Services,EDP Services
A,2019-02-21,87.99239117198594,89.50183549217083,1153700,27631671752.639076,,
A,2019-02-22,183.4371962505137,60.817193752355294,957259,39624862306.32435,Technology,Electronic Components
A,2019-02-23,96.58051857044465,92.76725841451821,3728973,24404683940.195297,Health Care,Computer Software: Prepackaged Software
A,2019-02-24,82.83275507395618,71.74380561235523,4390219,22785895166.92449,Health Care,Other Specialty Stores
A,2019-02-25,103.68081906131854,93.35641183017236,10000,,Consumer Non-Durables,Semiconductors
A,2019-02-26,134.0332232556702,123.76460557770633,4696031,30848135485.79162,,Automotive Aftermarket
A,2019-02-27,87.81923194370474,113.82834747732869,4586469,35032536446.322495,Technology,Television Services
A,2019-02-28,78.86299970085378,85.965571943347,5071214,35186608967.14632,Consumer Services,Semiconductors
A,2019-03-01,100.88613353007594,76.34355796583566,2565647,21084149614.50656,Consumer Services,Computer Software: Prepackaged Software
A,2019-03-02,76.25289743210682,120.2006426188596,6569659,25206475886.43261,Technology,Biotechnology: Biological Products (No Diagnostic Substances)
A,2019-03-03,71.18748768079668,183.53197063722487,923116,35260231177.61567,Technology,EDP Services
A,2019-03-04,101.6855965695916,110.98906358501347,1636591,38786450426.20096,,RETAIL: Building Materials
A,2019-03-05,123.58673364634242,122.83432060679795,4603432,22584659322.68612,Health Care,Semiconductors
A,2019-03-07,118.39552790537596,102.5257021909761,49445,25696164192.389793,Technology,Major Pharmaceuticals
A,2019-03-08,116.54894508462431,98.06259908985709,10000,11198065113.205833,Health Care,Semiconductors
A,2019-03-09,104.80034809167492,88.22905835483608,2177014,22249557189.863113,Health Care,Biotechnology: Commercial Physical & Biological Resarch
A,2019-03-10,80.97430512088883,107.6429432529559,1724562,29265140168.25338,Capital Goods,Apparel
A,2019-03-11,103.41947014955853,97.89492790277188,3384375,5893960707.76,Miscellaneous,Major Pharmaceuticals
A,2019-03-12,183.4371962505137,124.10776927158213,1214278,7286181806.630211,Health Care,
A,2019-03-13,122.70288454764287,135.1350136894976,10000,14978735357.792458,Health Care,EDP Services
A,2019-03-14,119.80428593099188,107.86508277760791,795230,25322889582.607277,Technology,Semiconductors
A,2019-03-15,134.89486480398824,121.76663146378104,10000,5893960707.76,Consumer Services,"Computer Software: Programming, Data Processing"
A,2019-03-16,126.40342930802046,183.53197063722487,3498844,33372964452.018463,Technology,Major Pharmaceuticals
A,2019-03-17,107.12513028009515,152.32452316372365,3053903,17201316628.822212,Consumer Services,Medical/Dental Instruments
A,2019-03-18,141.40161125913107,143.14986058332428,3236296,17059448177.928795,Consumer Services,Computer Software: Prepackaged Software
A,2019-03-19,137.78176738561012,109.6841233551977,1931052,17822121445.582245,Technology,Biotechnology: Biological Products (No Diagnostic Substances)
A,2019-03-20,128.0225273184335,91.92769109624224,2959986,29880372050.548355,Health Care,Hotels/Resorts
