Symbol,Date,Open,Close,Volume,MarketCap,Sector,Industry
A,2018-12-31,386.70326463577226,183.53197063722487,10000,105837375579.48575,,Auto Manufacturing
A,2019-01-01,183.4371962505137,226.36526121927105,6569659,167463522131.85498,Capital Goods,Industrial Specialties
A,2019-01-03,190.01720744121002,224.1676722791944,1210979,23474463468.177795,Consumer Services,Major Pharmaceuticals
A,2019-01-04,222.12579366943817,209.76677929286203,3977858,53158982756.76244,Consumer Services,Computer Software: Prepackaged Software
A,2019-01-06,221.8883808293656,210.32027152860238,3132349,55659683581.56836,Consumer Services,Biotechnology: Biological Products (No Diagnostic Substances)
A,2019-01-07,259.0307764561978,237.87636969346192,1041344,49078131012.36252,Technology,Apparel
A,2019-01-08,214.6719162486502,202.85438735203346,2671532,22405977835.534294,Health Care,Industrial Specialties
A,2019-01-09,183.4371962505137,240.66735627823604,1164515,16636758671.07051,Technology,Business Services
A,2019-01-10,166.04953211075778,195.99218330991496,2406533,24432417302.90738,Consumer Services,Computer Software: Prepackaged Software
A,2019-01-12,187.1183269527471,182.63519675139824,288817,27224187126.57699,Consumer Services,EDP Services
A,2019-01-13,186.35502411830376,193.6795930995852,4699453,35790270155.29209,Health Care,Diversified Commercial Services
A,2019-01-14,183.4371962505137,189.2545212752604,2665479,20896821003.122406,Technology,Automotive Aftermarket
A,2019-01-15,156.63429958999666,179.05718603083315,10000,33080171048.969986,,Packaged Foods
A,2019-01-16,159.86201699879462,157.96873332172453,2292786,44142899752.67235,Technology,Semiconductors
A,2019-01-17,132.82465344251185,183.53197063722487,10000,36177181654.60759,Technology,Clothing/Shoe/Accessory Stores
A,2019-01-18,148.08138313570277,133.54489374707882,574734,25158976564.890213,Technology,Television Services
A,2019-01-19,125.26797945578843,119.84460578766847,6569659,41495726916.41699,Consumer Non-Durables,Auto Manufacturing
A,2019-01-20,123.36489065935243,131.5777791723503,1379898,28694256176.78459,Technology,Beverages (Production/Distribution)
A,2019-01-21,98.72435879759735,123.18194798313186,5490006,32391413507.391815,,Semiconductors
A,2019-01-22,111.79316877678086,119.49050892466464,2649889,27584998909.250206,Technology,Computer Software: Prepackaged Software
A,2019-01-23,100.9011637686392,114.06445740637032,2025304,34082036363.16432,Capital Goods,
A,2019-01-24,103.74183498599388,117.98120489680005,3829830,47473446436.3657,Technology,Television Services
A,2019-01-25,94.58751595633387,112.58547745137028,6569659,31934506260.159058,Technology,Department/Specialty Retail Stores
A,2019-01-26,72.11555446031322,183.53197063722487,2366880,58490380912.47323,Technology,Apparel
A,2019-01-28,69.65352592536273,96.69395592277743,1605374,20835167277.689224,Technology,Industrial Specialties
A,2019-01-29,183.4371962505137,183.53197063722487,10000,,,Computer Software: Prepackaged Software
A,2019-01-30,95.27008883931737,117.06314787016733,6569659,28998670480.599075,Consumer Services,Major Pharmaceuticals
A,2019-01-31,183.4371962505137,81.79629063030795,1619491,35058273130.50483,Technology,Computer Software: Prepackaged Software
A,2019-02-01,82.19646620055886,96.1223851147214,1363286,,Technology,Computer Software: Prepackaged Software
A,2019-02-02,79.49278687735946,98.98073950878745,4031512,29750290568.46113,,Auto Manufacturing
A,2019-02-04,64.87312915668538,84.5384576084136,6097585,24045208425.938515,Technology,Computer Software: Prepackaged Software
A,2019-02-05,84.7400423345793,83.53860151592812,5155085,28791263084.541466,Consumer Services,Computer Software: Prepackaged Software
A,2019-02-06,55.72389040030508,70.14109343299211,2270191,20631815031.450264,Technology,
A,2019-02-07,77.99803711033132,78.0334019290325,3145255,27730447478.126373,Health Care,Auto Manufacturing
A,2019-02-08,183.4371962505137,66.21925901240606,3441228,41047397276.56254,Consumer Services,Other Specialty Stores
A,2019-02-10,111.92915602276598,183.53197063722487,2846415,19709874789.157684,Health Care,Television Services
A,2019-02-11,70.32070882677009,97.31376259141842,4269913,,Technology,Broadcasting
A,2019-02-12,54.9332366774955,59.82796798328536,10855199,,Technology,Medical/Dental Instruments
A,2019-02-13,54.808528691097706,45.84709127671073,7168744,,Consumer Services,Computer Software: Prepackaged Software
A,2019-02-14,31.679781744164416,43.82675924888008,5110683,36056527430.336845,Technology,Semiconductors
A,2019-02-16,50.137327088164426,34.96395752726173,4679076,,Consumer Services,
A,2019-02-17,47.92487246196643,37.68805910025657,1315896,54208563667.156166,Consumer Services,Restaurants
A,2019-02-18,41.11506006689723,39.73994852914325,1861499,31140222134.157417,Consumer Services,Business Services
A,2019-02-19,47.951818091054434,37.627270504341965,11023113,24651148222.07763,,Consumer Electronics/Video Chains
A,2019-02-20,35.37592184618899,34.4366021932305,4821491,32581433965.846054,,Television Services
A,2019-02-21,5.289999961853027,16.957207925186964,4562796,45215210743.31144,Technology,Automotive Aftermarket
A,2019-02-22,16.28562363938184,12.448598963963775,7765528,45119121071.823074,Health Care,Electronic Components
A,2019-02-23,19.94749163876307,14.482089418549094,6569659,37634621809.665695,Technology,Television Services
